careerOpportunitiesRating,compensationAndBenefitsRating,cultureAndValuesRating,exactMatch,id,industry,industryId,industryName,isEEP,name,numberOfRatings,overallRating,ratingDescription,recommendToFriendRating,sectorId,sectorName,seniorLeadershipRating,squareLogo,website,workLifeBalanceRating,review_URL,review_ID,review_currentJob,review_DateTime,review_jobTitle,review_location,review_pros,review_cons,review_overall,ceo_name,ceo_title,ceo_numberOfRatings,ceo_approval_rate,ceo_Photo_URL,parentEmployer_name,parentEmployer_ID,parentEmployer_logoURL
3.2,2.6,2.3,False,1420926,Legal,200002.0,Legal,False,The Law Offices of Johnson & Johnson,3,3.6,Satisfied,60,10001.0,Accounting & Legal,2.9,https://media.glassdoor.com/sqll/1420926/the-law-offices-of-johnson-and-johnson-squarelogo-1496815064102.png,www.jjlaw2.com,3.4,https://www.glassdoor.com/Reviews/Employee-Review-The-Law-Offices-of-Johnson-and-Johnson-RVW14678169.htm,14678169.0,True,2017-04-18 12:32:52.573,Employee,,Great people and good environment,Lots of work and sometimes confusing,5.0,Carin Johnson,Partner,1.0,100.0,https://media.glassdoor.com/people/sqll/1420926/the-law-offices-of-johnson-and-johnson-ceo1503051400192.png,,,
4.0,5.0,3.0,False,1858897,,,,False,"Bill Johnson CorreCharles E. ""Bill"" Johnson Correctional Centerctional Center",1,4.0,Satisfied,100,,,4.0,,,2.0,https://www.glassdoor.com/Reviews/Employee-Review-Bill-Johnson-CorreCharles-E-Bill-Johnson-Correctional-Centerctional-Center-RVW17696685.htm,17696685.0,False,2017-11-02 13:33:49.643,CSO II,"Alva, OK","Hearing a lot about the inmates stories, learning new things that happen on the ""streets"", great employee benefits on account of working for the state, overall fun job","Lot of hours logged, high stress, low pay.",4.0,,,,,,,,
0.0,0.0,0.0,False,1912944,Real Estate,200094.0,Real Estate,False,"Johnson & Johnson, Attorneys At Law",0,0,Not Applicable,0,10020.0,Real Estate,0.0,,www.johnsonlawnj.com,0.0,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,False,1447469,Legal,200002.0,Legal,False,Johnson Johnson & Schaller,0,0,Not Applicable,0,10001.0,Accounting & Legal,0.0,,www.justicelawyers.com,0.0,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,False,2172493,,,,False,Johnson & Johnson Law Firm,0,0,Not Applicable,0,,,0.0,,www.jjlaw.biz,0.0,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,False,1433523,Legal,200002.0,Legal,False,"Johnson, Johnson & Baer P.C",0,0,Not Applicable,0,10001.0,Accounting & Legal,0.0,,www.dwi-texas.com,0.0,,,,,,,,,,,,,,,,,
3.9,3.7,4.0,True,9414,Accounting,200001.0,Accounting,True,Crowe,1082,3.9,Satisfied,77,10001.0,Accounting & Legal,3.8,https://media.glassdoor.com/sqll/9414/crowe-squarelogo-1528125970311.png,www.crowe.com,3.7,https://www.glassdoor.com/Reviews/Employee-Review-Crowe-RVW30514517.htm,30514517.0,True,2019-11-21 19:24:01.403,Audit Staff,,"Mobility policy, good benefits, a lot of experience","Slow laptops, Excel always crashing",5.0,James L. Powers,Chief Executive Officer,354.0,91.0,https://media.glassdoor.com/people/sqll/9414/crowe-horwath-james-l-powers.png,,,
4.0,3.0,2.0,True,2813268,,,,False,Crowe,1,4.0,Satisfied,100,,,0.0,,https:www.crowe.commx,4.0,,,,,,,,,,,,,,,,,
4.5,3.5,4.4,False,118974,Legal,200002.0,Legal,False,Crowe & Dunlevy,4,4.4,Very Satisfied,100,10001.0,Accounting & Legal,3.7,https://media.glassdoor.com/sqll/118974/crowe-and-dunlevy-squarelogo-1530683391786.png,www.crowedunlevy.com,4.2,https://www.glassdoor.com/Reviews/Employee-Review-Crowe-and-Dunlevy-RVW15458959.htm,15458959.0,False,2017-06-13 13:30:16.44,Employee,,"community atmosphere, lots of resources, great clients","hierarchical company structure,  mandatory time as associate attorney",5.0,,,,,,,,
5.0,5.0,5.0,False,1887633,,,,False,Crowe & Associates,2,4.4,Very Satisfied,100,,,5.0,,www.croweandassociates.com,5.0,https://www.glassdoor.com/Reviews/Employee-Review-Crowe-and-Associates-RVW18109387.htm,18109387.0,False,2017-11-28 20:52:55.997,Telemarketer,"Brookfield, CT",Flexible schedule and great rewards,Difficult to reach client base,5.0,,,,,,,,
0.0,0.0,0.0,False,1590066,,,,False,Strawbridge Crowe Energy Group,0,0,Not Applicable,0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,False,2609681,,,,False,The Law Firm of Wayne F. Crowe Jr.,0,0,Not Applicable,0,,,0.0,https://media.glassdoor.com/sqll/2609681/the-law-firm-of-wayne-f-crowe-jr-squarelogo-1559602215365.png,www.wfcrowelaw.com,0.0,,,,,,,,,,,,,,,,,
3.5,3.5,4.0,False,1309654,,,,False,Crowe MacKay,7,3.6,Satisfied,76,,,3.6,https://media.glassdoor.com/sqll/1309654/crowe-mackay-squarelogo-1532326366591.png,www.crowemackay.ca,4.0,,,,,,,,,,Bruce Picton,CEO,2.0,100.0,https://media.glassdoor.com/people/sqll/1309654/crowe-mackay-ceo1546485984188.png,,,
0.0,0.0,0.0,False,2197860,Legal,200002.0,Legal,False,Bailey Crowe Arnold & Majors LLP,0,0,Not Applicable,0,10001.0,Accounting & Legal,0.0,,www.bcklaw.com,0.0,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,False,2173508,,,,False,Crowe Heating & Air,0,0,Not Applicable,0,,,0.0,,www.crowehvac.com,0.0,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,False,1610366,Consumer Product Rental,200038.0,Consumer Product Rental,False,Crowe Group,0,0,Not Applicable,0,10008.0,Consumer Services,0.0,,,0.0,,,,,,,,,,,,,,,,,
3.8,4.2,4.2,True,12830,Computer Hardware & Software,200060.0,Computer Hardware & Software,True,VMware,4946,4.2,Very Satisfied,87,10013.0,Information Technology,3.6,https://media.glassdoor.com/sqll/12830/vmware-squarelogo-1489080459497.png,www.vmware.com,4.0,https://www.glassdoor.com/Reviews/Employee-Review-VMware-RVW27577384.htm,27577384.0,False,2019-06-24 13:28:33.1,Software Engineer,"Palo Alto, CA","VMware is a big company but in many ways had a startup vibe. That was great because the resources and infrastructure of a big company were there, but it gave most people I worked with freedom to work on many projects, influence, move around, and contribute in many ways. Plus, many things moved faster than they might at other companies of the same size. Perks were really great including bonuses, events on the campus, opportunities, etc.","The biggest con is the annual layoff. During most of the years I was there, we were growing like crazy, beating expectations, gaining in stock price, etc. It was always positive and upward. However, every single January, it was known that there would be a round of layoffs, even when all numbers were looking great as they almost always were. Management called it restructuring. But, over the years, some really good people were let go for no apparent reason. Then to add insult to injury, a week or two later, there would be a company quarterly meeting discussing how VMware was doing so well and is still hiring, but they had to make some changes. It always felt dishonest and the sympathy for those let go came across as disingenuous.",5.0,Pat Gelsinger,CEO,2555.0,96.0,https://media.glassdoor.com/people/sqll/12830/vmware-pat-gelsinger.png,Dell Technologies,1327.0,https://media.glassdoor.com/sql/1327/dell-squarelogo-1558122709342.png
3.8,3.8,4.1,False,1327,IT Services,200064.0,IT Services,True,Dell Technologies,15179,4.0,Satisfied,83,10013.0,Information Technology,3.6,https://media.glassdoor.com/sqll/1327/dell-squarelogo-1558122709342.png,jobs.dell.com,4.1,https://www.glassdoor.com/Reviews/Employee-Review-Dell-Technologies-RVW30665426.htm,30665426.0,True,2019-12-02 16:32:06.223,Consultant,,inclusive culture in the workspace,sometimes there's no work to be done for a bit,5.0,Michael S. Dell,Chairman and CEO,8134.0,92.0,https://media.glassdoor.com/people/sqll/1327/dell-ceo1491199939451.png,,,
0.0,0.0,0.0,False,1528420,,,,False,Gotzu Technology,0,0,Not Applicable,0,,,0.0,,www.gotzu.com,0.0,,,,,,,,,,,,,,,,,
4.4,4.3,4.4,True,20642,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,True,Northside Hospital,1458,4.4,Very Satisfied,92,10012.0,Health Care,4.1,https://media.glassdoor.com/sqll/20642/northside-hospital-squarelogo.png,jobs.northside.com,4.3,https://www.glassdoor.com/Reviews/Employee-Review-Northside-Hospital-RVW30403910.htm,30403910.0,True,2019-11-15 16:41:26.353,Employee,,"Surrounded by support. Such a fantastic organization. I’m switching from floor nursing to IV therapy, so it’s a big change.","The onboarding process is a mess. Completely chaotic, unorganized, definitely something that needs to be fixed. Way too many chef’s in that kitchen.",5.0,Bob Quattrocchi,President and CEO,804.0,95.0,https://media.glassdoor.com/people/sqll/20642/northside-hospital-ceo1526562221470.png,,,
3.4,2.9,3.3,True,121789,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,False,Northside Hospital,20,3.5,Satisfied,52,10012.0,Health Care,2.7,https://media.glassdoor.com/sqll/121789/northside-hospital-and-tampa-bay-heart-institute-squarelogo-1498590751431.png,www.northsidehospital.com,3.2,https://www.glassdoor.com/Reviews/Employee-Review-Northside-Hospital-RVW29382880.htm,29382880.0,True,2019-09-22 17:59:20.493,Administrative Nursing House Supervisor,"Saint Petersburg, FL","Great people, great goals!!",Benefits should be better for employees!,4.0,Dia Nichols,CEO,2.0,49.0,https://media.glassdoor.com/people/sqll/121789/northside-hospital-ceo1530248894292.png,HCA Healthcare,2062.0,https://media.glassdoor.com/sql/2062/hca-healthcare-squarelogo-1551127289039.png
5.0,5.0,5.0,False,1172132,,,,False,Northside Animal Hospital,1,3.0,OK,100,,,1.0,,www.northsideanimalhospital.org,5.0,https://www.glassdoor.com/Reviews/Employee-Review-Northside-Animal-Hospital-RVW9411871.htm,9411871.0,True,2016-02-01 10:25:16.197,Employee,,"I work here because I love animals, and love to be in a customer service oriented company. I am pleased to work with many different people, and clients also.",Honestly there are no cons.,3.0,,,,,,,,
0.0,0.0,0.0,False,1734603,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,False,Northside Animal Hospital of Jacksonville,0,0,Not Applicable,0,10012.0,Health Care,0.0,https://media.glassdoor.com/sqll/1734603/northside-animal-hospital-of-jacksonville-squarelogo-1551653475531.png,www.vetcarejax.com,0.0,,,,,,,,,,,,,,,,,
3.6,3.8,3.6,False,134258,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,False,Coliseum Health System,26,3.7,Satisfied,66,10012.0,Health Care,3.4,https://media.glassdoor.com/sqll/134258/coliseum-health-system-squarelogo-1466792525177.png,www.coliseumhealthsystem.com,3.7,https://www.glassdoor.com/Reviews/Employee-Review-Coliseum-Health-System-RVW28834669.htm,28834669.0,False,2019-08-25 12:04:35.983,CRRN,"Macon, GA",Coliseum offers great benefits for employees,I really cannot think of any cons,4.0,Stephen J Daugherty,CEO,8.0,100.0,,,,
2.9,3.3,3.3,False,955552,,,,False,Georgia Cancer Specialists,6,3.5,Satisfied,67,,,3.2,https://media.glassdoor.com/sqll/955552/georgia-cancer-specialists-squarelogo-1466690300008.png,www.gacancer.com,3.4,https://www.glassdoor.com/Reviews/Employee-Review-Georgia-Cancer-Specialists-RVW24556353.htm,24556353.0,True,2019-02-05 19:44:39.503,Medical Technologist,,"Pay 
Great colleagues
Great healthcare providers","Lack of float staff 
Requirement of using PTO for holidays",4.0,,,,,,,,
4.6,4.7,4.7,True,331204,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,True,Vi,318,4.7,Very Satisfied,93,10012.0,Health Care,4.6,https://media.glassdoor.com/sqll/331204/vi-squarelogo.png,www.viliving.com,4.6,https://www.glassdoor.com/Reviews/Employee-Review-Vi-RVW30637070.htm,30637070.0,True,2019-11-30 12:27:01.96,Licensed Practical Nurse,"Naples, FL","Benefits similar to other great,  large corporations.",Can't think of any. They treat employees well.,5.0,Randy Richardson,President,224.0,99.0,https://media.glassdoor.com/people/sqll/331204/vi-ceo1560171388407.png,,,
4.3,4.3,4.3,True,1453995,"Health, Beauty, & Fitness",200040.0,"Health, Beauty, & Fitness",False,Vi,30,4.5,Very Satisfied,90,10008.0,Consumer Services,4.0,https://media.glassdoor.com/sqll/1453995/lifebeam-squarelogo-1516140965400.png,www.vitrainer.com,3.8,https://www.glassdoor.com/Reviews/Employee-Review-Vi-RVW30112453.htm,30112453.0,False,2019-10-30 18:11:50.71,Administrative Manager,"New York, NY","I can't tell how much I have enjoyed working at Vi! As a student, Vi gave me an opportunity that I will be thankful for the rest of my life. 
I have learned so much and I have met amazing people. 
The company treats you with respect and have lots of benefits.",There are not enough female employees in the company,5.0,Omri Yoffe,CEO,13.0,92.0,,,,
3.1,3.4,3.5,False,1771529,Wholesale,200033.0,Wholesale,False,VI Aesthetics,8,3.5,Satisfied,63,10006.0,Business Services,3.3,https://media.glassdoor.com/sqll/1771529/vi-aesthetics-squarelogo-1550698405237.png,www.viaesthetics.com,4.0,https://www.glassdoor.com/Reviews/Employee-Review-VI-Aesthetics-RVW27474902.htm,27474902.0,True,2019-06-18 09:36:06.527,Customer Service Manager,"Hollywood, CA","Great work environment with honest and dedicated people who genuinely care about their company and brand. I love the little office perks like meals, snacks, skin care products, copious amounts of coffee, company events and activities. Lets us know you care about and appreciate your employees.",I really cannot think of any. I enjoy coming to work and being around my colleagues. i love the open office layout and environment.,5.0,,,,,,,,
3.0,3.2,2.9,False,11577,Consumer Products Manufacturing,200069.0,Consumer Products Manufacturing,True,Vi-Jon,106,3.4,OK,60,10015.0,Manufacturing,3.2,https://media.glassdoor.com/sqll/11577/vi-jon-squarelogo.png,www.vijon.com,3.2,https://www.glassdoor.com/Reviews/Employee-Review-Vi-Jon-RVW29975341.htm,29975341.0,True,2019-10-23 07:32:57.697,Anonymous,"Saint Louis, MO","The company really is a nice place to work and the people here are one of the biggest draws. Once you get settled in, you can make some great friends. They've made some changes at the executive level (CEO, etc.) and the new leadership's plans for the next couple of years are exciting. Medical benefits are pretty good too.",Every company has pros and cons. One thing a lot of folks mention is that it would be nice to have flex time or being able to work from home,4.0,Rich Koulouris,CEO,11.0,80.0,,,,
3.0,2.9,3.2,False,1501,Telecommunications Manufacturing,200121.0,Telecommunications Manufacturing,False,II-VI,70,3.1,OK,45,10023.0,Telecommunications,3.0,https://media.glassdoor.com/sqll/1501/ii-vi-squarelogo-1424931493433.png,www.ii-vi.com,3.3,https://www.glassdoor.com/Reviews/Employee-Review-II-VI-RVW29895255.htm,29895255.0,True,2019-10-18 15:19:16.77,Intern - Hourly,,you get to work with the most cutting edge technology,pay is the least amongst all offers,5.0,"Dr. Vincent D. (Chuck) Mattera, Jr.",President and Chief Excecutive Officer,11.0,100.0,https://media.glassdoor.com/people/sqll/1501/ii-vi-ceo1517917034680.png,,,
3.6,3.5,3.5,False,1159289,Aerospace & Defense,200003.0,Aerospace & Defense,False,II-VI Optical Systems,27,3.7,Satisfied,76,10002.0,Aerospace & Defense,3.3,https://media.glassdoor.com/sqll/1159289/ii-vi-optical-systems-squarelogo-1503511781161.png,www.opticalsystems.com,3.6,https://www.glassdoor.com/Reviews/Employee-Review-II-VI-Optical-Systems-RVW28562285.htm,28562285.0,True,2019-08-11 04:12:27.607,Optical Tech III,"Murrieta, CA","good benefits, flexible hours, management seems to care and is willing to help","takes a long time to process the actual hiring, benefits are hard to understand at first. paperwork needs help",4.0,,,,,,II-VI,1501.0,https://media.glassdoor.com/sql/1501/ii-vi-squarelogo-1424931493433.png
1.6,2.1,1.4,False,447986,,,,False,VLOC,11,1.6,Dissatisfied,0,,,1.7,https://media.glassdoor.com/sqll/447986/vloc-squarelogo-1430145094285.png,www.vloc.com,2.1,https://www.glassdoor.com/Reviews/Employee-Review-VLOC-RVW15807956.htm,15807956.0,False,2017-07-08 18:47:40.59,Intern,"Trinity, FL",Great intern program for high schoolers. Very hands on experience.,Company is shut down permanently,3.0,,,,,,,,
2.0,2.3,2.4,False,1040497,,,,False,Life Help Region VI,10,2.3,Dissatisfied,53,,,1.7,https://media.glassdoor.com/sqll/1040497/life-help-region-vi-squarelogo-1545290303767.png,www.region6-lifehelp.org,2.9,https://www.glassdoor.com/Reviews/Employee-Review-Life-Help-Region-VI-RVW20631138.htm,20631138.0,False,2018-05-17 10:04:12.87,Employee,,"Great experience, friendly staff and schedule is flexible",Pay less and mamngemet should conduct more trainings to workers,3.0,,,,,,,,
3.7,3.7,3.7,False,913607,Advertising & Marketing,200022.0,Advertising & Marketing,False,VI Marketing and Branding,9,3.8,Satisfied,77,10006.0,Business Services,3.4,https://media.glassdoor.com/sqll/913607/vi-marketing-and-branding-squarelogo-1498198968953.png,www.vimarketingandbranding.com,3.1,https://www.glassdoor.com/Reviews/Employee-Review-VI-Marketing-and-Branding-RVW23434162.htm,23434162.0,False,2018-11-15 12:35:04.033,Employee,,Olive Garden doesn't deserve that tagline. It falls more in line with VI. Everyone at VI treats each other like one big family. There's genuine care and respect amongst employees and departments. And everyone is very positive and motivating. It's a fun and engaging place with an overall professional yet laidback atmosphere. There's beer. There's chili. There's lots of smart friggin people too. I'd recommend VI to anyone looking to make waves in the marketing industry.,"Depending on your position, workloads can get kinda heavy during busy parts of the year.",5.0,,,,,,,,
3.4,3.0,3.1,False,447914,,,,False,VI Government Hospital & Health Facilities,8,2.7,OK,78,,,2.7,https://media.glassdoor.com/sqll/447914/vi-government-hospital-and-health-facilities-squarelogo-1511275740128.png,www.rlshospital.org,3.0,https://www.glassdoor.com/Reviews/Employee-Review-VI-Government-Hospital-and-Health-Facilities-RVW17792018.htm,17792018.0,True,2017-11-08 05:36:26.097,Certified Phlebotomist,"Saint Thomas, VI","Helping patients, Great experience opportunity",Could be better team work for the sake of the patients,3.0,,,,,,,,
4.6,4.4,4.6,True,657069,Wholesale,200033.0,Wholesale,True,ABC Supply Co.,469,4.6,Very Satisfied,94,10006.0,Business Services,4.5,https://media.glassdoor.com/sqll/657069/abc-supply-co-squarelogo-1502739593606.png,www.abcsupply.com,4.3,https://www.glassdoor.com/Reviews/Employee-Review-ABC-Supply-Co-RVW30232978.htm,30232978.0,False,2019-11-06 10:34:24.027,ERP Analyst,"Chicago, IL",Great environment and nice management,No cons for me,5.0,Keith Rozolis,Chief Executive Officer and President,231.0,98.0,https://media.glassdoor.com/people/sqll/657069/abc-supply-co-ceo1542826816646.png,,,
1.0,1.0,1.0,False,2207037,,,,False,Abc Window Cleaning Supply,1,1.0,Very Dissatisfied,0,,,1.0,,www.window-cleaning-supply.com,3.0,https://www.glassdoor.com/Reviews/Employee-Review-Abc-Window-Cleaning-Supply-RVW21788896.htm,21788896.0,False,2018-08-02 23:32:11.51,Team Member,"Littleton, CO",LOL I cannot think of any. Besides maybe the work experience that I received.,"Family owned, family managed, therefore mismanaged. This company is run by micromanagers who care very little about employees and instead hire their friends who shouldn't be in the positions that are given to them. They gossip all day so watch out. 

Hostile work environment. You aren't even allowed to talk to other employees, at all. Period. While the family and their WORKING FAMILY FRIENDS will walk around and talk and do personal business all day every day. Nepotism is how this company is run. Terrible terrible work environment.  The owners are on some power trip and are the least humble people I've ever met. When news flash, you own a window cleaning supply company, not an NFL team. DO NOT WORK HERE. You will be taken advantage of, and not treated fairly. They are hard on you about things that don't really matter overall, and then go on and treat their good employees with such disrespect. I cannot believe I worked here as long as I did. In the end they didn't care about me as an employee.

EVERY employee they had at the time I worked with them thought this family was ridiculous. (Except for the family and their family friends of course)

This company is where hard workers die. They will suck the life out of you so that you are burnt out and no longer have the drive or ambition to work.",1.0,,,,,,,,
0.0,0.0,0.0,False,18607,,,,False,ABC School Supply,0,0,Not Applicable,0,,,0.0,https://media.glassdoor.com/sqll/18607/abc-school-supply-squarelogo-1472038942733.png,www.abcschoolsupply.com,0.0,,,,,,,,,,Ronald E. Suchodolski,President,0.0,0.0,,,,
4.1,3.9,4.4,True,2616,Real Estate,200094.0,Real Estate,True,AvalonBay Communities,598,4.1,Very Satisfied,81,10020.0,Real Estate,4.0,https://media.glassdoor.com/sqll/2616/avalonbay-communities-squarelogo-1510759230823.png,www.avaloncommunities.com,4.0,https://www.glassdoor.com/Reviews/Employee-Review-AvalonBay-Communities-RVW30127036.htm,30127036.0,True,2019-10-31 11:35:31.007,RS Coordinator,,"Great company culture and values, lots of volunteering opportunities and giving back to the community, as well as lots of associate appreciation events.",The process of implementing newer technology can be a bit slow.,5.0,Timothy J. Naughton,President and CEO,394.0,91.0,https://media.glassdoor.com/people/sqll/2616/avalonbay-communities-ceo1495790649771.png,,,
3.8,3.9,4.1,True,2187,Health Care Products Manufacturing,200072.0,Health Care Products Manufacturing,True,Boston Scientific,1723,4.0,Satisfied,83,10015.0,Manufacturing,3.8,https://media.glassdoor.com/sqll/2187/boston-scientific-squarelogo.png,www.bostonscientific.com,3.9,https://www.glassdoor.com/Reviews/Employee-Review-Boston-Scientific-RVW30415664.htm,30415664.0,True,2019-11-16 18:27:16.443,Clinical Specialist,,"Great company to work for
Good pay",Not a ton of upward mobility,5.0,Michael F. Mahoney,President and CEO,766.0,97.0,https://media.glassdoor.com/people/sqll/2187/boston-scientific-michael-f-mahoney.png,,,
4.1,3.4,4.4,True,114145,Real Estate,200094.0,Real Estate,False,Keller Williams,2930,4.2,Very Satisfied,83,10020.0,Real Estate,3.9,https://media.glassdoor.com/sqll/114145/keller-williams-squarelogo-1466549775969.png,www.kw.com,4.0,https://www.glassdoor.com/Reviews/Employee-Review-Keller-Williams-RVW30598710.htm,30598710.0,True,2019-11-27 06:33:54.157,Team Leader,"West Palm Beach, FL","Great education for any level, massive support, opportunity to grow and the best technology.",Can't find any cons so far.,5.0,Gary Keller,"Co-Founder, Chairman and CEO",257.0,93.0,https://media.glassdoor.com/people/sqll/114145/keller-williams-ceo1547181533565.png,,,
4.9,4.9,5.0,False,1982784,,,,False,The Reynolds Team,9,4.7,Very Satisfied,100,,,5.0,https://media.glassdoor.com/sqll/1982784/the-reynolds-team-squarelogo-1560433126735.png,www.rtrsells.com,4.9,https://www.glassdoor.com/Reviews/Employee-Review-The-Reynolds-Team-RVW30636196.htm,30636196.0,True,2019-11-30 10:29:02.167,Writer,"Chantilly, VA","Kind, genuine, caring, and they give great feedback to help continue to grow. Really a team environment, everyone cares about each other and they're all about helping everyone succeed.","Not sure if they're hiring more marketing for full time, would be nice to move up from part time.",5.0,Sarah Reynolds Oji,CEO,1.0,-100.0,https://media.glassdoor.com/people/sqll/1982784/the-reynolds-team-ceo1570680932656.png,,,
5.0,4.7,5.0,False,1326321,,,,False,Gene Arant Team,4,4.5,Very Satisfied,82,,,5.0,https://media.glassdoor.com/sqll/1326321/gene-arant-team-squarelogo-1502880449067.png,www.austintexasrealestate.com,4.3,https://www.glassdoor.com/Reviews/Employee-Review-Gene-Arant-Team-RVW21062225.htm,21062225.0,True,2018-06-15 13:52:17.58,Employee,"Austin, TX",Education and Coaching from the best in the industry!  Very Positive Vibes! I would hang out with any of my co-workers outside of work - Great People!,"It's very busy, but that's what keeps us up and running - Not really a con.",5.0,Gene Arant,Principal and Founder,0.0,0.0,https://media.glassdoor.com/people/sqll/1326321/gene-arant-team-ceo1550470617704.png,,,
4.2,3.4,3.3,False,836578,Real Estate,200094.0,Real Estate,False,Keller Williams Pat Hiban Real Estate Group,4,4.5,Very Satisfied,100,10020.0,Real Estate,3.7,https://media.glassdoor.com/sqll/836578/keller-williams-pat-hiban-real-estate-group-squarelogo-1531483644445.png,www.hibangroup.com,4.4,https://www.glassdoor.com/Reviews/Employee-Review-Keller-Williams-Pat-Hiban-Real-Estate-Group-RVW15121582.htm,15121582.0,True,2017-05-18 14:57:43.133,Realtor,"Huntsville, AL",Everyone is willing to help you get started and answer any questions you may have.,Nobody will reach out to you to give you that help.,5.0,Pat Hiban,Owner,1.0,100.0,,,,
4.5,3.0,5.0,False,2278005,,,,False,Matt Fetick Team - Keller Williams Realty,3,4.6,Very Satisfied,100,,,5.0,https://media.glassdoor.com/sqll/2278005/matt-fetick-team-keller-williams-realty-squarelogo-1560507982087.png,brandywinevalley.fetickteam.com,5.0,https://www.glassdoor.com/Reviews/Employee-Review-Matt-Fetick-Team-Keller-Williams-Realty-RVW27269969.htm,27269969.0,False,2019-06-12 18:06:46.273,Marketing and Client Experience,"Kennett Square, PA",Everyone here is so knowledgeable and kind. Steven and Allie were incredible supervisors and my fellow interns were so much fun to work with.,No cons unless learning too much and having too much fun is a bad thing,5.0,,,,,,,,
4.0,2.0,5.0,False,722309,Real Estate,200094.0,Real Estate,False,Keller Williams Realty Lynchburg,2,5.0,Very Satisfied,100,10020.0,Real Estate,3.0,https://media.glassdoor.com/sqll/722309/keller-williams-realty-lynchburg-squarelogo-1530703095030.png,www.kwlynchburg.com,3.0,https://www.glassdoor.com/Reviews/Employee-Review-Keller-Williams-Realty-Lynchburg-RVW23004792.htm,23004792.0,True,2018-10-17 19:06:06.713,Social Media Manager,"Lynchburg, VA","Each office is independently owned and operated so every office is different, we have a great culture at KW Glendale and KW Burbank.",The KW business model is great for agents because there is a 'cap' on what they pay to the Broker every year BUT isn't so great for staff when looking for a raise or other wishes that require money especially in the slow seasons.,5.0,,,,,,,,
5.0,5.0,5.0,False,1637531,Real Estate,200094.0,Real Estate,False,Rutherford Realty Group,1,5.0,Very Satisfied,100,10020.0,Real Estate,0.0,https://media.glassdoor.com/sqll/1637531/rutherford-realty-group-squarelogo-1498571530036.png,www.rutherfordrealtygroup.com,5.0,https://www.glassdoor.com/Reviews/Employee-Review-Rutherford-Realty-Group-RVW16404230.htm,16404230.0,True,2017-08-17 11:13:42.603,Sales Associate,"Apollo Beach, FL","Ample leads are given to each agent. Unlike at other places, there is no favoritism and it is very fair. The more agents come onto the team, the more leads are bought by our leaders. In other words, there is never opportunity being taken away from anyone. Everyone is upbeat, positive and extremely helpful. Love that their values are faith, family and work, in that order. Great people and a great career!","Real estate is a cyclical industry. We have extreme highs where we are so busy and other brief times where things slow down. You will find this at any real estate office you go to. Be patient, persistent and never be too busy to connect with those in your database!",5.0,Jared  Rutherford,President,1.0,100.0,,,,
5.0,5.0,5.0,False,2940709,,,,False,The Huffaker Group of Keller Williams,1,5.0,Very Satisfied,100,,,5.0,,www.thehuffakergroup.com,5.0,https://www.glassdoor.com/Reviews/Employee-Review-The-Huffaker-Group-of-Keller-Williams-RVW30236390.htm,30236390.0,False,2019-11-06 12:56:46.627,New Homes Expert,"Mount Juliet, TN","Accountability, proven systems and processes, continuous training and coaching, good culture",It is a great place to work. I can't think of any cons,5.0,,,,,,,,
3.0,2.0,4.0,False,3045435,,,,False,Keller Williams Capital Properties Fairfax,1,4.0,Satisfied,100,,,3.0,,www.kwcapitalproperties.com,4.0,https://www.glassdoor.com/Reviews/Employee-Review-Keller-Williams-Capital-Properties-Fairfax-RVW29489980.htm,29489980.0,True,2019-09-27 10:27:58.037,Realtor,"Fairfax, VA","Great classes, many ongoing opportunities for learning support.","Teams dominate the place, tougher for individual agents to make their mark. Management shifts have not always been clear or smooth. There are better pay structures out there.",4.0,,,,,,,,
0.0,0.0,0.0,False,2019607,Real Estate,200094.0,Real Estate,False,Innov8 Properties,0,0,Not Applicable,0,10020.0,Real Estate,0.0,https://media.glassdoor.com/sqll/2019607/innov8-properties-squarelogo-1559901533663.png,www.innov8properties.com,0.0,,,,,,,,,,,,,,,,,
4.4,4.5,4.4,True,319551,Enterprise Software & Network Solutions,200061.0,Enterprise Software & Network Solutions,True,AppDynamics,586,4.4,Very Satisfied,86,10013.0,Information Technology,4.3,https://media.glassdoor.com/sqll/319551/appdynamics-squarelogo-1522878617597.png,www.appdynamics.com,4.1,https://www.glassdoor.com/Reviews/Employee-Review-AppDynamics-RVW29779404.htm,29779404.0,True,2019-10-13 09:38:39.14,Senior Sales Engineer,,Great to engage customers with a broad portfolio of solutions,Tech debt with regards to analytical capabilities of the platform,5.0,Danny Winokur,General Manager,10.0,71.0,,Cisco Systems,1425.0,https://media.glassdoor.com/sql/1425/cisco-systems-squarelogo-1479855777953.png
